id,first_name,last_name,email,gender,Hobbies & Interests,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,Economics Score,geography_score,Computer Science Score,analytical thinking score,logical reasoning score,Psychology Score,preferred learning method,Recommended Stream
1774,Jessica,Hampton,jessica.hampton.1774@gslingacademy.com,female,Cooking & Baking,TRUE,5,FALSE,5,Game Developer,97,83,93,67,85,63,15,66,71,68,49,48,Auditory,Technology
1775,Deborah,Butler,deborah.butler.1775@gslingacademy.com,female,Coding & Programming,FALSE,6,TRUE,10,Government Officer,78,84,71,93,78,78,76,87,49,83,33,30,Visual,Medical
1776,Julie,Black,julie.black.1776@gslingacademy.com,female,Music,TRUE,8,FALSE,1,Business Owner,53,98,90,81,61,65,23,93,35,58,29,12,Auditory,Arts
1777,Bryan,Dorsey,bryan.dorsey.1777@gslingacademy.com,male,Writing & Blogging,TRUE,10,FALSE,0,Business Owner,77,53,92,98,56,53,42,93,89,38,41,96,Reading/Writing,Technology
1778,Chad,Gomez,chad.gomez.1778@gslingacademy.com,male,Painting & Drawing,TRUE,3,FALSE,30,Lawyer,97,88,94,75,66,91,23,64,73,38,73,13,Auditory,Technology
1779,Andrew,Clark,andrew.clark.1779@gslingacademy.com,male,Writing & Blogging,FALSE,4,FALSE,3,Business Owner,88,100,58,59,96,64,34,87,44,60,39,17,Kinesthetic,Arts
1780,Brian,Wright,brian.wright.1780@gslingacademy.com,male,Painting & Drawing,FALSE,3,TRUE,18,Construction Engineer,98,67,80,68,80,88,69,85,90,52,55,54,Kinesthetic,Technology
1781,Jessica,Smith,jessica.smith.1781@gslingacademy.com,female,Sports,TRUE,8,TRUE,0,Business Owner,92,78,78,85,94,94,10,73,16,70,48,70,Visual,Medical
1782,Thomas,Brooks,thomas.brooks.1782@gslingacademy.com,male,Traveling,TRUE,5,FALSE,15,Software Engineer,92,92,74,96,95,77,60,76,94,86,27,14,Visual,Medical
1783,Kimberly,Knox,kimberly.knox.1783@gslingacademy.com,female,Dance,TRUE,3,FALSE,43,Doctor,86,99,87,88,99,89,91,86,14,67,76,30,Kinesthetic,Arts
1784,Jamie,Mccarthy,jamie.mccarthy.1784@gslingacademy.com,male,Dance,FALSE,5,FALSE,16,Designer,91,69,97,76,97,81,46,86,27,43,77,68,Auditory,Medical
1785,Kristen,Werner,kristen.werner.1785@gslingacademy.com,female,Traveling,FALSE,3,FALSE,23,Accountant,92,75,100,78,32,84,69,69,26,83,91,45,Visual,Technology
1786,Jonathan,Weiss,jonathan.weiss.1786@gslingacademy.com,male,Writing & Blogging,FALSE,2,FALSE,2,Game Developer,82,75,93,67,69,65,63,74,90,80,43,20,Kinesthetic,Technology
1787,Renee,Smith,renee.smith.1787@gslingacademy.com,female,Public Speaking & Debating,FALSE,1,FALSE,34,Lawyer,99,81,92,86,65,99,10,79,36,21,17,19,Auditory,Technology
1788,Tony,Hopkins,tony.hopkins.1788@gslingacademy.com,male,Cooking & Baking,TRUE,2,FALSE,34,Software Engineer,95,90,65,84,86,88,70,94,78,95,24,96,Reading/Writing,Arts
1789,Thomas,Buckley,thomas.buckley.1789@gslingacademy.com,male,Cooking & Baking,FALSE,3,FALSE,18,Software Engineer,100,93,99,65,72,79,94,88,77,68,91,15,Kinesthetic,Technology
1790,Debra,Evans,debra.evans.1790@gslingacademy.com,female,Cooking & Baking,FALSE,5,TRUE,21,Unknown,79,86,84,84,63,82,14,94,100,74,80,54,Visual,Technology
1791,Richard,Bell,richard.bell.1791@gslingacademy.com,male,Photography,TRUE,3,TRUE,3,Business Owner,80,95,96,96,94,84,25,93,85,22,13,98,Kinesthetic,Medical
1792,Katelyn,Watkins,katelyn.watkins.1792@gslingacademy.com,female,Reading Books,FALSE,4,FALSE,31,Doctor,93,81,88,90,89,95,80,81,35,50,13,34,Kinesthetic,Medical
1793,Michele,Stout,michele.stout.1793@gslingacademy.com,female,Volunteering & Social Work,FALSE,5,TRUE,17,Software Engineer,95,75,79,79,93,85,36,71,93,51,50,73,Auditory,Technology
1794,Lisa,Estes,lisa.estes.1794@gslingacademy.com,female,Acting & Theatre,FALSE,0,FALSE,10,Banker,81,92,76,81,73,92,45,63,83,61,97,77,Visual,Arts
1795,Casey,Hall,casey.hall.1795@gslingacademy.com,female,Reading Books,FALSE,1,FALSE,5,Designer,75,88,63,64,84,74,23,72,70,13,85,74,Visual,Arts
1796,Joshua,Cole,joshua.cole.1796@gslingacademy.com,male,Gaming,FALSE,4,FALSE,8,Stock Investor,80,69,70,60,71,60,53,89,55,13,90,100,Auditory,Technology
1797,Andrew,Jackson,andrew.jackson.1797@gslingacademy.com,male,Entrepreneurship & Startups,FALSE,4,FALSE,3,Business Owner,52,81,62,77,74,91,56,92,19,75,22,29,Visual,Arts
1798,Karen,Rodriguez,karen.rodriguez.1798@gslingacademy.com,female,Writing & Blogging,FALSE,3,FALSE,30,Doctor,95,94,82,87,93,93,61,90,98,61,95,21,Reading/Writing,Arts
1799,Sara,Johnson,sara.johnson.1799@gslingacademy.com,female,Traveling,FALSE,2,FALSE,20,Accountant,99,70,97,93,87,90,61,88,71,100,82,12,Visual,Technology
1800,Alyssa,Costa,alyssa.costa.1800@gslingacademy.com,female,Cooking & Baking,TRUE,5,FALSE,25,Software Engineer,85,87,68,74,74,85,56,68,61,16,60,65,Visual,Arts
1801,Daniel,Poole,daniel.poole.1801@gslingacademy.com,male,Traveling,FALSE,4,TRUE,23,Construction Engineer,96,89,86,84,64,60,93,66,68,85,96,23,Reading/Writing,Technology
1802,Ricardo,Juarez,ricardo.juarez.1802@gslingacademy.com,male,Cooking & Baking,FALSE,7,FALSE,3,Game Developer,91,63,86,81,90,98,21,63,30,24,78,78,Auditory,Medical
1803,Tony,Castillo,tony.castillo.1803@gslingacademy.com,male,Reading Books,TRUE,1,FALSE,24,Software Engineer,89,82,76,92,97,66,17,60,42,33,81,76,Reading/Writing,Medical
1804,Brian,Kelly,brian.kelly.1804@gslingacademy.com,male,Traveling,FALSE,1,FALSE,37,Doctor,98,87,96,89,100,85,96,91,72,74,90,13,Visual,Medical
1805,Tyler,Moore,tyler.moore.1805@gslingacademy.com,male,Traveling,FALSE,2,FALSE,28,Unknown,100,82,72,97,74,75,27,81,77,33,72,12,Auditory,Technology
1806,Sharon,Martinez,sharon.martinez.1806@gslingacademy.com,female,Reading Books,FALSE,2,FALSE,5,Business Owner,75,71,68,91,79,62,89,94,26,23,58,60,Auditory,Medical
1807,Mary,Malone,mary.malone.1807@gslingacademy.com,female,Photography,FALSE,3,FALSE,6,Real Estate Developer,74,63,74,63,78,90,41,83,25,81,97,63,Visual,Arts
1808,Rebecca,Huang,rebecca.huang.1808@gslingacademy.com,female,Reading Books,FALSE,7,FALSE,40,Doctor,85,99,87,85,91,88,98,90,32,22,37,56,Visual,Arts
1809,Alan,Santos,alan.santos.1809@gslingacademy.com,male,Music,FALSE,3,TRUE,35,Unknown,86,87,97,92,85,99,77,86,42,98,81,78,Reading/Writing,Arts
1810,Martin,Duran,martin.duran.1810@gslingacademy.com,male,Sports,FALSE,4,TRUE,34,Doctor,91,71,99,96,85,79,96,74,40,64,11,96,Visual,Medical
1811,Christopher,Gutierrez,christopher.gutierrez.1811@gslingacademy.com,male,Volunteering & Social Work,FALSE,2,FALSE,24,Software Engineer,90,76,100,73,90,64,44,86,64,93,66,24,Visual,Technology
1812,Brandy,Maldonado,brandy.maldonado.1812@gslingacademy.com,female,Traveling,FALSE,6,FALSE,35,Scientist,91,91,92,95,98,91,69,85,10,85,19,68,Reading/Writing,Medical
1813,Brenda,Sanders,brenda.sanders.1813@gslingacademy.com,female,Public Speaking & Debating,TRUE,6,FALSE,0,Business Owner,80,83,93,81,95,87,96,61,33,38,85,59,Auditory,Medical
1814,Drew,Mccann,drew.mccann.1814@gslingacademy.com,male,Public Speaking & Debating,FALSE,1,FALSE,35,Doctor,95,89,92,87,95,86,13,93,17,97,75,54,Kinesthetic,Medical
1815,Joshua,Ayala,joshua.ayala.1815@gslingacademy.com,male,Gaming,FALSE,5,TRUE,18,Unknown,94,97,69,81,100,68,20,68,32,82,30,89,Reading/Writing,Medical
1816,Tina,Rose,tina.rose.1816@gslingacademy.com,female,Cooking & Baking,TRUE,1,TRUE,1,Business Owner,54,55,50,100,77,61,58,78,97,19,59,81,Kinesthetic,Medical
1817,William,Khan,william.khan.1817@gslingacademy.com,male,Reading Books,FALSE,2,FALSE,16,Construction Engineer,87,80,85,60,96,81,56,83,69,54,67,20,Visual,Medical
1818,William,Avery,william.avery.1818@gslingacademy.com,male,Coding & Programming,FALSE,5,FALSE,28,Software Engineer,100,75,72,79,61,94,91,82,90,68,86,43,Kinesthetic,Technology
1819,John,Fuller,john.fuller.1819@gslingacademy.com,male,Acting & Theatre,FALSE,3,FALSE,14,Government Officer,93,99,72,79,83,87,70,73,39,75,16,39,Kinesthetic,Arts
1820,Jeremy,Coleman,jeremy.coleman.1820@gslingacademy.com,male,Acting & Theatre,FALSE,3,FALSE,25,Doctor,99,70,89,86,92,65,60,64,53,80,20,22,Visual,Medical
1821,Laura,Wright,laura.wright.1821@gslingacademy.com,female,Photography,FALSE,2,FALSE,16,Banker,99,99,90,63,63,77,76,60,69,52,63,97,Auditory,Technology
1822,David,Luna,david.luna.1822@gslingacademy.com,male,Painting & Drawing,FALSE,4,FALSE,28,Stock Investor,76,80,89,74,61,86,26,93,28,59,58,59,Auditory,Arts
1823,Christopher,Jensen,christopher.jensen.1823@gslingacademy.com,male,Traveling,FALSE,0,FALSE,15,Software Engineer,92,100,83,74,73,66,42,83,18,90,44,30,Kinesthetic,Arts
1824,Luis,Little,luis.little.1824@gslingacademy.com,male,Acting & Theatre,FALSE,10,FALSE,46,Doctor,100,93,88,98,99,89,86,95,45,93,42,57,Visual,Arts
1825,Joseph,Garcia,joseph.garcia.1825@gslingacademy.com,male,Photography,FALSE,2,FALSE,34,Lawyer,89,97,77,90,93,87,21,90,35,11,89,17,Auditory,Medical
1826,Michael,York,michael.york.1826@gslingacademy.com,male,Traveling,FALSE,2,FALSE,27,Lawyer,97,81,71,77,90,86,61,80,29,34,11,62,Kinesthetic,Medical
1827,Debbie,Landry,debbie.landry.1827@gslingacademy.com,female,Volunteering & Social Work,TRUE,4,FALSE,28,Doctor,99,63,97,90,99,99,23,100,59,18,60,16,Visual,Medical
1828,Michael,Gordon,michael.gordon.1828@gslingacademy.com,male,Dance,FALSE,3,FALSE,33,Scientist,100,63,96,95,92,76,52,88,79,59,74,37,Visual,Technology
1829,Melissa,Harris,melissa.harris.1829@gslingacademy.com,female,Volunteering & Social Work,FALSE,5,FALSE,12,Banker,86,87,72,66,94,78,40,94,30,17,69,58,Visual,Arts
1830,Jonathon,Wilson,jonathon.wilson.1830@gslingacademy.com,male,Gaming,FALSE,0,FALSE,27,Lawyer,77,99,94,81,80,87,94,98,90,89,32,89,Reading/Writing,Arts
1831,Margaret,Santos,margaret.santos.1831@gslingacademy.com,female,Entrepreneurship & Startups,FALSE,1,FALSE,15,Government Officer,86,96,67,76,74,66,21,69,22,41,60,32,Kinesthetic,Arts
1832,Hailey,Arroyo,hailey.arroyo.1832@gslingacademy.com,female,Dance,FALSE,1,TRUE,3,Real Estate Developer,75,64,98,65,88,65,74,71,40,17,89,84,Auditory,Medical
1833,Steven,Webster,steven.webster.1833@gslingacademy.com,male,Writing & Blogging,FALSE,2,FALSE,26,Lawyer,94,93,92,67,61,85,65,94,14,66,47,18,Kinesthetic,Arts
1834,Tina,Harrison,tina.harrison.1834@gslingacademy.com,female,Writing & Blogging,FALSE,1,FALSE,35,Designer,94,88,87,97,93,86,45,94,74,95,60,76,Reading/Writing,Arts
1835,Andrew,Nunez,andrew.nunez.1835@gslingacademy.com,male,Gaming,FALSE,1,FALSE,20,Banker,89,92,75,85,65,81,95,69,69,37,62,30,Reading/Writing,Technology
1836,Renee,Cruz,renee.cruz.1836@gslingacademy.com,female,Writing & Blogging,FALSE,3,FALSE,14,Writer,89,73,96,84,96,98,61,77,82,35,78,28,Visual,Medical
1837,Victoria,Taylor,victoria.taylor.1837@gslingacademy.com,female,Painting & Drawing,FALSE,2,TRUE,24,Software Engineer,89,82,83,62,66,86,91,90,54,89,92,30,Visual,Arts
1838,Joseph,Dixon,joseph.dixon.1838@gslingacademy.com,male,Reading Books,FALSE,2,FALSE,8,Government Officer,81,78,82,83,63,85,58,75,83,67,13,91,Auditory,Technology
1839,Heather,Gutierrez,heather.gutierrez.1839@gslingacademy.com,female,Sports,FALSE,3,FALSE,19,Unknown,93,73,67,100,63,92,66,86,11,93,47,48,Kinesthetic,Arts
1840,Cynthia,Hodges,cynthia.hodges.1840@gslingacademy.com,female,Public Speaking & Debating,FALSE,10,TRUE,2,Business Owner,79,95,70,92,63,57,35,67,65,19,68,58,Reading/Writing,Arts
1841,Danielle,Kelley,danielle.kelley.1841@gslingacademy.com,female,Entrepreneurship & Startups,FALSE,2,FALSE,29,Unknown,97,86,72,81,85,70,64,72,93,41,11,57,Kinesthetic,Technology
1842,Michael,Mccall,michael.mccall.1842@gslingacademy.com,male,Reading Books,FALSE,1,FALSE,14,Banker,78,66,92,61,98,76,54,99,34,64,58,74,Reading/Writing,Medical
1843,Dylan,Edwards,dylan.edwards.1843@gslingacademy.com,male,Volunteering & Social Work,FALSE,4,FALSE,19,Accountant,83,60,95,68,33,62,81,73,52,19,95,74,Kinesthetic,Technology
1844,Franklin,Riley,franklin.riley.1844@gslingacademy.com,male,Coding & Programming,FALSE,0,FALSE,29,Stock Investor,86,95,61,96,89,99,40,84,32,78,60,29,Reading/Writing,Medical
1845,Caitlin,Duncan,caitlin.duncan.1845@gslingacademy.com,female,Acting & Theatre,FALSE,1,FALSE,2,Artist,87,78,74,75,95,69,88,99,56,27,87,93,Auditory,Arts
1846,Robin,Reeves,robin.reeves.1846@gslingacademy.com,female,Traveling,FALSE,6,FALSE,25,Lawyer,81,82,69,94,88,95,61,84,50,48,20,34,Visual,Medical
1847,Rebecca,Gibbs,rebecca.gibbs.1847@gslingacademy.com,female,Dance,FALSE,0,FALSE,6,Government Officer,83,73,83,66,93,68,53,89,31,98,52,94,Auditory,Arts
1848,Peter,Santos,peter.santos.1848@gslingacademy.com,male,Entrepreneurship & Startups,FALSE,2,TRUE,11,Banker,81,85,91,94,97,93,53,65,86,38,83,92,Auditory,Medical
1849,Daryl,Arnold,daryl.arnold.1849@gslingacademy.com,male,Painting & Drawing,FALSE,1,TRUE,4,Designer,65,95,89,96,78,85,47,80,88,27,60,67,Reading/Writing,Medical
1850,Michael,Davis,michael.davis.1850@gslingacademy.com,male,Volunteering & Social Work,FALSE,2,FALSE,33,Lawyer,83,91,76,71,82,82,18,79,13,49,60,58,Visual,Arts
1851,Leslie,Cox,leslie.cox.1851@gslingacademy.com,female,Writing & Blogging,FALSE,3,TRUE,22,Doctor,98,79,87,86,98,85,21,85,14,89,56,58,Visual,Medical
1852,Jamie,Carter,jamie.carter.1852@gslingacademy.com,female,Sports,FALSE,0,FALSE,34,Doctor,83,84,91,84,85,91,73,92,22,90,19,73,Auditory,Arts
1853,Shane,Payne,shane.payne.1853@gslingacademy.com,male,Cooking & Baking,FALSE,1,FALSE,22,Software Engineer,85,60,85,76,90,75,80,93,66,48,24,57,Kinesthetic,Medical
1854,Kimberly,Haley,kimberly.haley.1854@gslingacademy.com,female,Music,FALSE,10,FALSE,5,Business Owner,68,66,82,63,91,67,80,89,10,83,86,18,Reading/Writing,Medical
1855,George,Duran,george.duran.1855@gslingacademy.com,male,Writing & Blogging,FALSE,1,FALSE,11,Government Officer,86,82,60,65,83,69,65,78,79,25,56,100,Auditory,Arts
1856,Donald,Carney,donald.carney.1856@gslingacademy.com,male,Traveling,FALSE,1,FALSE,12,Government Officer,83,87,87,80,81,79,37,98,68,93,51,38,Kinesthetic,Arts
1857,Michelle,Brown,michelle.brown.1857@gslingacademy.com,female,Volunteering & Social Work,FALSE,2,FALSE,35,Unknown,92,92,99,87,100,88,23,97,68,63,86,27,Auditory,Medical
1858,Elizabeth,Hawkins,elizabeth.hawkins.1858@gslingacademy.com,female,Gaming,FALSE,0,FALSE,6,Real Estate Developer,91,66,91,62,70,87,30,90,37,39,47,67,Kinesthetic,Technology
1859,Johnny,Gomez,johnny.gomez.1859@gslingacademy.com,male,Dance,FALSE,9,TRUE,0,Business Owner,53,95,87,60,68,74,72,68,65,100,62,64,Kinesthetic,Arts
1860,Christopher,Mcconnell,christopher.mcconnell.1860@gslingacademy.com,male,Painting & Drawing,FALSE,2,TRUE,26,Lawyer,73,85,80,64,69,95,65,64,40,86,41,22,Kinesthetic,Arts
1861,Kyle,Rodriguez,kyle.rodriguez.1861@gslingacademy.com,male,Photography,FALSE,0,FALSE,19,Banker,97,95,91,97,96,90,50,67,42,88,68,77,Auditory,Medical
1862,Rhonda,Cook,rhonda.cook.1862@gslingacademy.com,female,Writing & Blogging,FALSE,0,FALSE,3,Government Officer,91,97,72,62,86,78,93,72,66,43,30,13,Reading/Writing,Arts
1863,Nathan,Fitzpatrick,nathan.fitzpatrick.1863@gslingacademy.com,male,Public Speaking & Debating,FALSE,1,FALSE,14,Banker,91,65,75,60,93,79,24,82,99,63,42,34,Auditory,Technology
1864,John,Mitchell,john.mitchell.1864@gslingacademy.com,male,Cooking & Baking,FALSE,9,FALSE,12,Writer,81,72,87,84,97,94,38,89,87,44,90,37,Auditory,Medical
1865,Billy,Compton,billy.compton.1865@gslingacademy.com,male,Coding & Programming,FALSE,1,FALSE,18,Software Engineer,92,99,100,64,100,65,12,99,54,60,33,20,Kinesthetic,Medical
1866,Richard,Chavez,richard.chavez.1866@gslingacademy.com,male,Cooking & Baking,FALSE,5,FALSE,4,Business Owner,85,53,95,76,61,88,69,82,67,64,11,23,Reading/Writing,Technology
1867,Victor,Andrade,victor.andrade.1867@gslingacademy.com,male,Sports,FALSE,1,FALSE,34,Construction Engineer,83,60,80,92,84,60,13,70,10,81,83,60,Visual,Medical
1868,Gregory,Lee,gregory.lee.1868@gslingacademy.com,male,Coding & Programming,FALSE,2,FALSE,21,Unknown,92,85,78,87,64,79,38,74,87,96,32,78,Visual,Technology
1869,Alexandra,Blackburn,alexandra.blackburn.1869@gslingacademy.com,female,Writing & Blogging,FALSE,3,TRUE,5,Real Estate Developer,80,88,94,60,65,63,16,91,66,78,11,69,Kinesthetic,Arts
1870,Kristopher,Murray,kristopher.murray.1870@gslingacademy.com,male,Sports,FALSE,1,TRUE,16,Accountant,87,81,69,82,70,62,94,66,80,77,49,45,Visual,Technology
1871,Wanda,Pearson,wanda.pearson.1871@gslingacademy.com,female,Coding & Programming,FALSE,0,FALSE,31,Scientist,88,61,95,91,99,64,94,90,46,17,14,72,Kinesthetic,Medical
1872,Denise,Rose,denise.rose.1872@gslingacademy.com,female,Cooking & Baking,TRUE,6,FALSE,1,Business Owner,41,83,54,87,97,65,17,69,80,77,22,46,Kinesthetic,Medical
1873,Andrew,Reed,andrew.reed.1873@gslingacademy.com,male,Music,FALSE,3,FALSE,35,Banker,87,93,88,97,91,88,37,88,89,84,89,43,Visual,Arts
1874,David,Castro,david.castro.1874@gslingacademy.com,male,Volunteering & Social Work,FALSE,1,TRUE,41,Doctor,89,95,97,99,87,90,40,91,27,55,20,51,Visual,Medical
1875,Tim,Duncan,tim.duncan.1875@gslingacademy.com,male,Writing & Blogging,TRUE,5,TRUE,1,Business Owner,89,53,77,96,76,63,68,90,65,70,31,37,Reading/Writing,Technology
1876,Joshua,Walker,joshua.walker.1876@gslingacademy.com,male,Writing & Blogging,FALSE,2,FALSE,6,Real Estate Developer,53,97,81,86,71,87,63,78,64,12,63,64,Kinesthetic,Arts
1877,Julie,Rogers,julie.rogers.1877@gslingacademy.com,female,Writing & Blogging,FALSE,3,FALSE,30,Scientist,92,88,99,92,89,66,33,76,33,81,16,33,Visual,Medical
1878,Gina,Gilbert,gina.gilbert.1878@gslingacademy.com,female,Gaming,FALSE,3,FALSE,32,Banker,85,84,66,66,78,98,34,69,61,44,60,36,Visual,Technology
1879,Miguel,Nicholson,miguel.nicholson.1879@gslingacademy.com,male,Reading Books,FALSE,2,FALSE,18,Software Engineer,89,67,93,83,65,94,51,67,65,57,75,100,Kinesthetic,Technology
1880,Daniel,Murray,daniel.murray.1880@gslingacademy.com,male,Coding & Programming,FALSE,1,FALSE,2,Business Owner,98,92,82,56,71,79,40,89,25,57,96,38,Reading/Writing,Arts
1881,Lauren,Ellis,lauren.ellis.1881@gslingacademy.com,female,Music,FALSE,5,FALSE,5,Business Owner,66,52,71,76,67,72,24,60,86,89,73,79,Visual,Technology
1882,Bridget,Martin,bridget.martin.1882@gslingacademy.com,female,Photography,FALSE,2,FALSE,32,Lawyer,90,96,95,80,93,95,60,67,26,27,56,100,Visual,Medical
1883,Maureen,Hart,maureen.hart.1883@gslingacademy.com,female,Coding & Programming,TRUE,2,FALSE,18,Teacher,84,93,74,76,95,90,14,64,100,92,23,76,Auditory,Medical
1884,Sabrina,Davis,sabrina.davis.1884@gslingacademy.com,female,Gaming,FALSE,7,FALSE,27,Lawyer,88,81,73,70,60,95,20,68,96,22,78,48,Visual,Technology
1885,Richard,Davis,richard.davis.1885@gslingacademy.com,male,Gaming,FALSE,3,FALSE,9,Unknown,66,61,97,61,60,61,33,98,92,44,93,93,Reading/Writing,Technology
1886,Angela,Koch,angela.koch.1886@gslingacademy.com,female,Volunteering & Social Work,FALSE,2,FALSE,15,Teacher,86,63,82,61,96,98,56,83,49,30,56,62,Reading/Writing,Medical
1887,William,Smith,william.smith.1887@gslingacademy.com,male,Dance,FALSE,9,FALSE,1,Business Owner,60,72,66,95,67,78,61,94,18,62,37,67,Auditory,Arts
1888,Catherine,Coffey,catherine.coffey.1888@gslingacademy.com,female,Reading Books,FALSE,10,FALSE,2,Business Owner,41,59,69,70,100,65,23,72,90,23,42,93,Auditory,Medical
1889,Christopher,Pace,christopher.pace.1889@gslingacademy.com,male,Reading Books,FALSE,2,FALSE,31,Software Engineer,94,62,66,95,66,64,44,62,91,64,60,48,Reading/Writing,Technology
1890,Rachel,Reeves,rachel.reeves.1890@gslingacademy.com,female,Music,FALSE,3,FALSE,2,Artist,64,69,79,89,72,64,12,82,79,17,95,94,Reading/Writing,Arts
1891,Jillian,Arroyo,jillian.arroyo.1891@gslingacademy.com,female,Painting & Drawing,TRUE,4,FALSE,2,Game Developer,99,97,87,93,79,83,86,94,57,84,54,78,Visual,Arts
1892,Patricia,Douglas,patricia.douglas.1892@gslingacademy.com,female,Entrepreneurship & Startups,TRUE,6,FALSE,5,Business Owner,46,53,92,71,90,76,35,81,25,67,88,88,Reading/Writing,Medical
1893,Brandon,Butler,brandon.butler.1893@gslingacademy.com,male,Entrepreneurship & Startups,FALSE,1,FALSE,21,Software Engineer,89,87,81,67,93,98,34,68,44,42,34,60,Visual,Medical
1894,Erica,Valdez,erica.valdez.1894@gslingacademy.com,female,Writing & Blogging,FALSE,6,FALSE,12,Designer,83,79,87,66,78,93,24,82,46,45,46,28,Kinesthetic,Arts
1895,Alexis,Byrd,alexis.byrd.1895@gslingacademy.com,female,Traveling,TRUE,5,FALSE,0,Business Owner,51,55,87,51,77,87,76,65,42,48,15,16,Visual,Medical
1896,James,Simpson,james.simpson.1896@gslingacademy.com,male,Acting & Theatre,FALSE,5,FALSE,26,Accountant,79,90,82,92,70,60,77,80,59,20,66,85,Visual,Arts
1897,Robert,Campbell,robert.campbell.1897@gslingacademy.com,male,Gaming,FALSE,3,FALSE,15,Accountant,97,73,64,95,71,68,37,78,47,16,47,63,Visual,Technology
1898,Nicole,Smith,nicole.smith.1898@gslingacademy.com,female,Volunteering & Social Work,TRUE,1,FALSE,14,Accountant,100,68,85,85,62,63,44,92,92,45,70,52,Kinesthetic,Technology
1899,Patricia,Porter,patricia.porter.1899@gslingacademy.com,female,Music,FALSE,6,FALSE,9,Teacher,70,99,60,79,71,79,50,75,93,12,42,29,Reading/Writing,Arts
1900,Brian,Chan,brian.chan.1900@gslingacademy.com,male,Writing & Blogging,FALSE,2,FALSE,19,Unknown,70,66,90,74,100,96,20,81,60,43,94,37,Visual,Medical
1901,Katherine,Norman,katherine.norman.1901@gslingacademy.com,female,Photography,FALSE,7,FALSE,17,Teacher,67,80,86,98,83,82,38,76,91,45,58,87,Reading/Writing,Medical
1902,Pamela,Gomez,pamela.gomez.1902@gslingacademy.com,female,Sports,FALSE,3,TRUE,9,Real Estate Developer,71,95,72,88,89,78,12,67,52,35,58,24,Auditory,Medical
1903,Amy,Morrow,amy.morrow.1903@gslingacademy.com,female,Coding & Programming,FALSE,5,TRUE,14,Banker,87,64,68,60,81,75,33,67,32,18,19,75,Visual,Medical
1904,Luke,Hernandez,luke.hernandez.1904@gslingacademy.com,male,Music,FALSE,1,TRUE,3,Game Developer,80,79,94,74,83,83,81,61,98,40,76,70,Visual,Technology
1905,Roberto,Rodriguez,roberto.rodriguez.1905@gslingacademy.com,male,Coding & Programming,TRUE,9,TRUE,22,Software Engineer,94,80,72,90,60,78,60,94,70,95,90,58,Visual,Technology
1906,Carla,Jackson,carla.jackson.1906@gslingacademy.com,female,Entrepreneurship & Startups,FALSE,3,FALSE,10,Real Estate Developer,83,91,82,93,71,80,83,85,76,43,53,70,Visual,Arts
